timestamp,rpms,gear,gas
2024-04-15 23:13:31.417063,0,0,0.0
2024-04-15 23:13:31.517429,0,0,0.0
2024-04-15 23:13:31.617849,0,0,0.0
2024-04-15 23:13:31.719042,0,0,0.0
2024-04-15 23:13:31.819946,0,0,0.0
2024-04-15 23:13:31.920783,0,0,0.0
2024-04-15 23:13:32.022028,0,0,0.0
2024-04-15 23:13:32.122953,0,0,0.0
2024-04-15 23:13:32.223205,0,0,0.0
2024-04-15 23:13:32.324104,0,0,0.0
2024-04-15 23:13:32.424907,0,0,0.0
2024-04-15 23:13:32.526092,0,0,0.0
2024-04-15 23:13:32.626987,0,0,0.0
2024-04-15 23:13:32.728083,0,0,0.0
2024-04-15 23:13:32.829127,0,0,0.0
2024-04-15 23:13:32.929452,0,0,0.0
2024-04-15 23:13:33.029783,0,0,0.0
2024-04-15 23:13:33.130587,0,0,0.0
2024-04-15 23:13:33.230947,0,0,0.0
2024-04-15 23:13:33.331588,0,0,0.0
2024-04-15 23:13:33.432506,0,0,0.0
2024-04-15 23:13:33.533707,0,0,0.0
2024-04-15 23:13:33.634838,0,0,0.0
2024-04-15 23:13:33.735663,0,0,0.0
2024-04-15 23:13:33.836461,0,0,0.0
2024-04-15 23:13:33.936835,0,0,0.0
2024-04-15 23:13:34.037327,0,0,0.0
2024-04-15 23:13:34.138467,0,0,0.0
2024-04-15 23:13:34.239342,0,0,0.0
2024-04-15 23:13:34.339718,0,0,0.0
2024-04-15 23:13:34.440227,0,0,0.0
2024-04-15 23:13:34.540497,0,0,0.0
2024-04-15 23:13:34.641736,0,0,0.0
2024-04-15 23:13:34.742478,0,0,0.0
2024-04-15 23:13:34.843597,0,0,0.0
2024-04-15 23:13:34.944100,0,0,0.0
2024-04-15 23:13:35.044657,0,0,0.0
2024-04-15 23:13:35.145107,0,0,0.0
2024-04-15 23:13:35.245546,0,0,0.0
2024-04-15 23:13:35.346844,0,0,0.0
2024-04-15 23:13:35.447272,0,0,0.0
2024-04-15 23:13:35.547654,0,0,0.0
2024-04-15 23:13:35.648381,0,0,0.0
2024-04-15 23:13:35.748719,0,0,0.0
2024-04-15 23:13:35.849385,0,0,0.0
2024-04-15 23:13:35.949737,0,0,0.0
2024-04-15 23:13:36.050123,0,0,0.0
2024-04-15 23:13:36.151368,0,0,0.0
2024-04-15 23:13:36.252701,0,0,0.0
2024-04-15 23:13:36.353114,0,0,0.0
2024-04-15 23:13:36.454338,0,0,0.0
2024-04-15 23:13:36.555009,0,0,0.0
2024-04-15 23:13:36.655663,0,0,0.0
2024-04-15 23:13:36.755996,0,0,0.0
2024-04-15 23:13:36.856310,0,0,0.0
2024-04-15 23:13:36.956695,0,0,0.0
2024-04-15 23:13:37.057037,0,0,0.0
2024-04-15 23:13:37.157381,0,0,0.0
2024-04-15 23:13:37.258393,0,0,0.0
2024-04-15 23:13:37.358807,0,0,0.0
2024-04-15 23:13:37.459375,0,0,0.0
2024-04-15 23:13:37.559755,0,0,0.0
2024-04-15 23:13:37.660109,0,0,0.0
2024-04-15 23:13:37.760580,0,0,0.0
2024-04-15 23:13:37.861232,0,0,0.0
2024-04-15 23:13:37.962397,0,0,0.0
2024-04-15 23:13:38.062799,0,0,0.0
2024-04-15 23:13:38.163511,0,0,0.0
2024-04-15 23:13:38.263897,0,0,0.0
2024-04-15 23:13:38.364772,0,0,0.0
2024-04-15 23:13:38.465409,0,0,0.0
2024-04-15 23:13:38.566466,0,0,0.0
2024-04-15 23:13:38.666744,0,0,0.0
2024-04-15 23:13:38.767067,0,0,0.0
2024-04-15 23:13:38.867477,0,0,0.0
2024-04-15 23:13:38.967840,0,0,0.0
2024-04-15 23:13:39.068199,0,0,0.0
2024-04-15 23:13:39.169403,0,0,0.0
2024-04-15 23:13:39.270162,0,0,0.0
2024-04-15 23:13:39.370373,0,0,0.0
2024-04-15 23:13:39.470659,0,0,0.0
2024-04-15 23:13:39.571838,0,0,0.0
2024-04-15 23:13:39.672162,0,0,0.0
2024-04-15 23:13:39.772933,0,0,0.0
2024-04-15 23:13:39.873307,0,0,0.0
2024-04-15 23:13:39.974627,0,0,0.0
2024-04-15 23:13:40.075751,0,0,0.0
2024-04-15 23:13:40.177093,0,0,0.0
2024-04-15 23:13:40.277794,0,0,0.0
2024-04-15 23:13:40.378667,0,0,0.0
2024-04-15 23:13:40.480008,0,0,0.0
