timestamp,gas,brake,speedKmh,rpms,gear
2024-02-12 21:49:51.300717,0.0,0.0,0.0,0,0
2024-02-12 21:49:51.504448,0.0,0.0,0.0,0,0
2024-02-12 21:49:51.709658,0.0,0.0,0.0,0,0
2024-02-12 21:49:51.914826,0.0,0.0,0.0,0,0
2024-02-12 21:49:52.119756,0.0,0.0,0.0,0,0
2024-02-12 21:49:52.324741,0.0,0.0,0.0,0,0
2024-02-12 21:49:52.530359,0.0,0.0,0.0,0,0
2024-02-12 21:49:52.735501,0.0,0.0,0.0,0,0
2024-02-12 21:49:52.941192,0.0,0.0,0.0,0,0
2024-02-12 21:49:53.146970,0.0,0.0,0.0,0,0
2024-02-12 21:49:53.352192,0.0,0.0,0.0,0,0
2024-02-12 21:49:53.557735,0.0,0.0,0.0,0,0
2024-02-12 21:49:53.763302,0.0,0.0,0.0,0,0
2024-02-12 21:49:53.968406,0.0,0.0,0.0,0,0
2024-02-12 21:49:54.173361,0.0,0.0,0.0,0,0
2024-02-12 21:49:54.378643,0.0,0.0,0.0,0,0
2024-02-12 21:49:54.583447,0.0,0.0,0.0,0,0
2024-02-12 21:49:54.789217,0.0,0.0,0.0,0,0
2024-02-12 21:49:54.994142,0.0,0.0,0.0,0,0
2024-02-12 21:49:55.199717,0.0,0.0,0.0,0,0
2024-02-12 21:49:55.404528,0.0,0.0,0.0,0,0
2024-02-12 21:49:55.609284,0.0,0.0,0.0,0,0
2024-02-12 21:49:55.815713,0.0,0.0,0.0,0,0
2024-02-12 21:49:56.020560,0.0,0.0,0.0,0,0
2024-02-12 21:49:56.225470,0.0,0.0,0.0,0,0
