timestamp,speedKmh,rpms,gear,gas,brake,drs,tc,abs
2024-04-14 13:48:10.322575,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:10.526201,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:10.728442,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:10.931456,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:11.134298,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:11.337359,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:11.541156,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:11.743097,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:11.944822,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:12.146464,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:12.348302,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:12.554443,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:12.755938,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:12.957594,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:13.160447,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:13.363454,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:13.567446,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:13.777304,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:13.984057,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:14.191582,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:14.397409,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:14.604047,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:14.809629,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:15.015109,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:15.221275,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:15.427771,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:15.633719,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:15.839476,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:16.045910,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:16.251438,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:16.459020,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:16.662700,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:16.865981,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:17.072323,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:17.279138,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:17.485145,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:17.691930,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:17.897592,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:18.107270,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:18.313625,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:18.519615,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:18.725362,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:18.931866,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:19.133585,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:19.339064,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:19.545967,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:19.752753,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:19.958331,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:20.164775,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:20.371184,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:20.576738,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:20.782546,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:20.988385,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:21.190138,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:21.395701,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:21.602684,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:21.808214,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:22.014434,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:22.220836,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:22.426600,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:22.628315,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:22.834473,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:23.040233,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:23.241926,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:23.448043,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:23.654394,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:23.858565,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:24.064039,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:24.269848,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:24.475774,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:24.681289,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:24.887483,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:25.093633,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:25.299982,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:25.505803,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:25.711620,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:25.913363,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:26.119792,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:26.342441,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:26.560575,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:26.767181,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:26.974210,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:27.177569,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:27.383023,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:27.589953,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:27.796356,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:28.002794,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:28.209074,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:28.416033,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:28.621509,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:28.828052,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:29.032241,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:29.238753,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:29.444566,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:29.650001,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:29.856118,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:30.061578,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:30.267538,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:30.473055,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:30.679911,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:30.886575,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:31.092978,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:31.298845,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:31.504360,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:31.710571,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:31.916756,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:32.122290,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:32.327960,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:32.535237,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:32.741880,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:32.948315,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:33.153792,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:33.360142,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:33.565586,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:33.771426,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:33.978249,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:34.181520,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:34.388440,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:34.594784,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:34.800213,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:35.007204,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:35.213053,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:35.418876,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:35.624998,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:35.830529,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:36.036180,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:36.238818,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:36.444534,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:36.646730,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:36.848600,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:37.055089,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:37.261127,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:37.468833,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:37.674522,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:37.880096,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:38.086809,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:38.290185,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:38.495835,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:38.702836,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2024-04-14 13:48:38.909777,0.0,0,0,0.0,0.0,0.0,0.0,0.0
