# Name: Álvaro Carreiro
# Car: ks_ferrari_sf15t
# Track: monza
# Length: 1.8216880036222622e-44
2024-07-27 11:41:01.965777,0:15:354,0,2,-:--:---,-:--:---,1.6137170791625977,0.04277179017663002,"[-154.30877685546875, -7.527484893798828, 171.60055541992188]",0.4881936311721802,0.0,55.0,2,833,8.2603759765625,"[0.04356995224952698, -0.0008893691119737923, 0.19123919308185577]",-0.5625,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.067401,0:15:453,0,2,-:--:---,-:--:---,1.8499211072921753,0.04281311482191086,"[-154.31094360351562, -7.526422023773193, 171.36378479003906]",0.5511866807937622,0.0,55.0,2,904,8.952657699584961,"[0.05516672506928444, -0.0012818629620596766, 0.20613054931163788]",-0.5702999830245972,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.168368,0:15:555,0,2,-:--:---,-:--:---,2.114151954650879,0.04286050796508789,"[-154.3167266845703, -7.525171279907227, 171.09896850585938]",0.614179790019989,0.0,55.0,2,986,9.73781681060791,"[0.06049013510346413, -0.002518759574741125, 0.23226749897003174]",-0.5625,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.269336,0:15:657,0,2,-:--:---,-:--:---,2.4110560417175293,0.04290459305047989,"[-154.326904296875, -7.52373743057251, 170.810302734375]",0.6456260085105896,0.0,55.0,2,1073,10.603384017944336,"[0.050754547119140625, -0.0017616197001188993, 0.2365332394838333]",-0.5546999573707581,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.370305,0:15:753,0,2,-:--:---,-:--:---,2.7060320377349854,0.04295804724097252,"[-154.3409423828125, -7.522189140319824, 170.515625]",0.6456260085105896,0.0,55.0,2,1163,11.498745918273926,"[0.07249211519956589, -0.0018362405244261026, 0.24085474014282227]",-0.5468999743461609,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.471277,0:15:861,0,2,-:--:---,-:--:---,3.0543971061706543,0.0430164597928524,"[-154.36351013183594, -7.520186424255371, 170.15762329101562]",0.6456260085105896,0.0,55.0,2,1252,12.393187522888184,"[0.06466604024171829, -0.001742292777635157, 0.24949991703033447]",-0.5390999913215637,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.572244,0:15:960,0,2,-:--:---,-:--:---,3.4074275493621826,0.04307994991540909,"[-154.3914337158203, -7.51810359954834, 169.80502319335938]",0.6534875631332397,0.0,55.0,2,1341,13.258024215698242,"[0.06022641435265541, -0.0016262667486444116, 0.26367586851119995]",-0.5311999917030334,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.672736,0:16:056,0,2,-:--:---,-:--:---,3.7846462726593018,0.043138206005096436,"[-154.42550659179688, -7.5158610343933105, 169.4404754638672]",0.7007575035095215,0.0,55.0,2,1442,14.181342124938965,"[0.08253778517246246, -0.008365198038518429, 0.23457539081573486]",-0.5,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.773809,0:16:161,0,2,-:--:---,-:--:---,4.213028430938721,0.043212488293647766,"[-154.47093200683594, -7.513060569763184, 169.014404296875]",0.7637506127357483,0.0,55.0,2,1545,15.21538257598877,"[0.05257922783493996, -0.003930669743567705, 0.3179253935813904]",-0.4608999788761139,monza,ks_ferrari_sf15t,3
2024-07-27 11:41:02.875127,0:16:263,0,2,-:--:---,-:--:---,4.646425247192383,0.04329058900475502,"[-154.5231170654297, -7.510023593902588, 168.57025146484375]",0.7716122269630432,0.0,55.0,2,1671,16.26776695251465,"[0.08541377633810043, 0.0003541975165717304, 0.26688387989997864]",-0.4140999913215637,monza,ks_ferrari_sf15t,3
