# Name: Paloma Carreiro
# Car: ks_ferrari_sf15t
# Track: monza
# Length: 1.8216880036222622e-44
2024-07-27 11:50:30.617736,0:40:656,2,2,1:32:396,1:32:396,13496.3330078125,0.3847430348396301,"[677.1260375976562, 0.7198055982589722, -1184.150634765625]",0.0,0.0,55.0,4,2318,33.758522033691406,"[0.04904722049832344, 0.023373985663056374, 0.029730740934610367]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:30.719684,0:40:758,2,2,1:32:396,1:32:396,13497.267578125,0.38492363691329956,"[677.9935302734375, 0.7110510468482971, -1184.55859375]",0.0,0.0,55.0,4,2327,33.905879974365234,"[0.03436129912734032, -0.0020266398787498474, 0.04649735242128372]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:30.820393,0:40:860,2,2,1:32:396,1:32:396,13498.23046875,0.3850942850112915,"[678.86328125, 0.7026200890541077, -1184.9720458984375]",0.0,0.0,55.0,4,2338,34.05815505981445,"[0.04385462403297424, 0.0033241601195186377, 0.04105696827173233]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:30.921351,0:40:959,2,2,1:32:396,1:32:396,13499.1669921875,0.3852638006210327,"[679.7045288085938, 0.7083625197410583, -1185.383544921875]",0.0,0.0,55.0,4,2379,34.08143615722656,"[0.10975537449121475, -0.14432469010353088, 0.009372733533382416]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.022319,0:41:061,2,2,1:32:396,1:32:396,13500.1298828125,0.38544026017189026,"[680.5728759765625, 0.7036820650100708, -1185.8126220703125]",0.0,0.0,55.0,4,2364,34.263145446777344,"[0.22333022952079773, 0.17417509853839874, 0.10517796128988266]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.123286,0:41:160,2,2,1:32:396,1:32:396,13501.0947265625,0.38559842109680176,"[681.416259765625, 0.6754706501960754, -1186.239990234375]",0.0,0.0,55.0,4,2337,34.485355377197266,"[0.02174222841858864, 0.31671711802482605, -0.0098331980407238]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.224273,0:41:262,2,2,1:32:396,1:32:396,13502.0712890625,0.3857780694961548,"[682.28271484375, 0.6695547699928284, -1186.692138671875]",0.0,0.0,55.0,4,2346,34.581966400146484,"[-0.27852964401245117, 0.1738714724779129, -0.004884427413344383]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.325262,0:41:358,2,2,1:32:396,1:32:396,13502.9638671875,0.3859406113624573,"[683.1024169921875, 0.6831580400466919, -1187.1153564453125]",0.0,0.0,55.0,4,2385,34.639617919921875,"[-0.0932263433933258, -0.2527714967727661, 0.04274149611592293]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.425719,0:41:466,2,2,1:32:396,1:32:396,13504.0068359375,0.3861168324947357,"[684.028564453125, 0.6727692484855652, -1187.5916748046875]",0.0,0.0,55.0,4,2429,34.76123046875,"[0.10863443464040756, -0.6625677943229675, -0.0027574331033974886]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.526702,0:41:565,2,2,1:32:396,1:32:396,13504.9716796875,0.386282742023468,"[684.864990234375, 0.6432449817657471, -1188.0513916015625]",0.0,0.0,55.0,4,2390,34.831302642822266,"[-0.39758792519569397, 0.6009095311164856, 0.1209702268242836]",-0.05469999834895134,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.627653,0:41:664,2,2,1:32:396,1:32:396,13505.9638671875,0.38644078373908997,"[685.7066040039062, 0.6466909050941467, -1188.5135498046875]",0.0,0.0,55.0,4,2411,34.95725631713867,"[-0.03614198416471481, -0.1766805648803711, 0.018002403900027275]",-0.04690000042319298,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.728619,0:41:769,2,2,1:32:396,1:32:396,13506.9599609375,0.3866219222545624,"[686.6036376953125, 0.6341828107833862, -1189.0054931640625]",0.0,0.0,55.0,4,2399,35.17842102050781,"[0.057791076600551605, -0.17518877983093262, 0.053323447704315186]",-0.03909999877214432,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.829587,0:41:868,2,2,1:32:396,1:32:396,13507.8955078125,0.3867853283882141,"[687.4529418945312, 0.6214337944984436, -1189.4686279296875]",0.0,0.0,55.0,3,2841,35.121307373046875,"[-0.16694128513336182, 0.7682094573974609, 0.1427391618490219]",-0.023399999365210533,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:31.930556,0:41:970,2,2,1:32:396,1:32:396,13508.91796875,0.38695675134658813,"[688.3258056640625, 0.6246179342269897, -1189.952880859375]",0.0,0.0,55.0,3,2851,35.27091979980469,"[-0.030616922304034233, -0.23462064564228058, 0.06696324050426483]",0.0,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:32.031542,0:42:066,2,2,1:32:396,1:32:396,13509.8896484375,0.3871186375617981,"[689.1575317382812, 0.6087562441825867, -1190.396728515625]",0.0,0.0,55.0,3,2891,35.4376220703125,"[-0.30979371070861816, 0.21843589842319489, 0.07251135259866714]",9.999999747378752e-05,monza,ks_ferrari_sf15t,3
2024-07-27 11:50:32.132490,0:42:171,2,2,1:32:396,1:32:396,13510.927734375,0.38728901743888855,"[690.082763671875, 0.5895234942436218, -1190.8658447265625]",0.0,0.0,55.0,3,2912,35.65171432495117,"[-0.10351116955280304, -0.28601840138435364, 0.03350882604718208]",9.999999747378752e-05,monza,ks_ferrari_sf15t,3
