momento gravacion prueba;2024-06-19 18:25:14.661514
automovil;abarth500
Nombre circuito;m608 - 2024 - alt 3
Nombre conductor=;Santiago Higuera
Momento (s);X(m);Y(m);Z(m);Vx(m/s);Vy(m/s);Vz(m/s);V_modulo(km/h);Presion acelerador (0-1);Presion freno (0-1);Presion embrague (0-1);Marcha;RPM motor;Posicion norm pista;giro volante (-360º, 360º);X_Num_Gs_vehiculo;Y_Num_Gs_vehiculo;Z_Num_Gs_vehiculo;X_velocidad_angular_coche_CG;Y_velocidad_angular_coche_CG;Z_velocidad_angular_coche_CG;X_normal_rueda_RR;Y_normal_rueda_RR;Z_normal_rueda_RR;X_normal_rueda_RL;Y_normal_rueda_RL;Z_normal_rueda_RL;X_normal_rueda_FR;Y_normal_rueda_FR;Z_normal_rueda_FR;X_normal_rueda_FL;Y_normal_rueda_FL;Z_normal_rueda_FL;X_Punto_contacto_rueda_RR;Y_Punto_contacto_rueda_RR;Z_Punto_contacto_rueda_RR;X_Punto_contacto_rueda_RL;Y_Punto_contacto_rueda_RL;Z_Punto_contacto_rueda_RL;X_Punto_contacto_rueda_FR;Y_Punto_contacto_rueda_FR;Z_Punto_contacto_rueda_FR;X_Punto_contacto_rueda_FL;Y_Punto_contacto_rueda_FL;Z_Punto_contacto_rueda_FL;FX_Vector_ruedas_RR;FY_Vector_ruedas_RR;FX_Vector_ruedas_RL;FY_Vector_ruedas_RL;FX_Vector_ruedas_FR;FY_Vector_ruedas_FR;FX_Vector_ruedas_FR;FY_Vector_ruedas_FR
1718814316.086519;1.1282;0.6749;-1.8311;-0.0002;0.0006;-0.0006;0.0029;0.0;1.0;0.0;1;778.7023;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.111319;1.1282;0.6749;-1.8311;-0.0002;0.0005;-0.0006;0.0029;0.0;1.0;0.0;1;794.3285;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.124215;1.1282;0.6749;-1.8311;-0.0002;0.0005;-0.0006;0.0028;0.0;1.0;0.0;1;809.9546;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.143559;1.1281;0.6749;-1.8311;-0.0002;0.0005;-0.0005;0.0028;0.0;1.0;0.0;1;825.5807;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.163399;1.1281;0.6749;-1.8311;-0.0002;0.0005;-0.0006;0.0029;0.0;1.0;0.0;1;843.8112;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.180263;1.1281;0.6749;-1.8311;-0.0002;0.0005;-0.0006;0.0028;0.0;1.0;0.0;1;851.6175;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0021;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.198615;1.1281;0.6749;-1.8312;-0.0002;0.0005;-0.0006;0.0028;0.0;1.0;0.0;1;851.6038;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.219447;1.1281;0.6749;-1.8312;-0.0002;0.0005;-0.0005;0.0028;0.0;1.0;0.0;1;851.5901;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.235815;1.1281;0.6749;-1.8312;-0.0002;0.0005;-0.0005;0.0028;0.0;1.0;0.0;1;851.5768;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.254167;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0028;0.0;1.0;0.0;1;851.5613;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.280455;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.548;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.292855;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.5351;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.312199;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.52;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.002;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.332039;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.5071;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.348407;1.1281;0.675;-1.8312;-0.0002;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.4944;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.366263;1.1281;0.675;-1.8312;-0.0001;0.0005;-0.0005;0.0027;0.0;1.0;0.0;1;851.4818;0.0;0.0;0.0;0.0;0.0;0.0005;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.385607;1.1281;0.675;-1.8313;-0.0002;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4692;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.40247;1.1281;0.675;-1.8313;-0.0001;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4568;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.420823;1.1281;0.675;-1.8313;-0.0001;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4446;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8626;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.440167;1.1281;0.675;-1.8313;-0.0001;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4324;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0019;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.457031;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4203;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.475383;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0026;0.0;1.0;0.0;1;851.4083;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.493735;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0025;0.0;1.0;0.0;1;851.3964;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.510599;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0025;0.0;1.0;0.0;1;851.3847;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.527959;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0025;0.0;1.0;0.0;1;851.373;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.547302;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0025;0.0;1.0;0.0;1;851.3613;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.56367;1.1281;0.6751;-1.8313;-0.0001;0.0005;-0.0005;0.0024;0.0;1.0;0.0;1;851.3499;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.580534;1.1281;0.6751;-1.8314;-0.0001;0.0005;-0.0005;0.0024;0.0;1.0;0.0;1;851.3403;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0018;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.59839;1.1281;0.6751;-1.8314;-0.0001;0.0005;-0.0005;0.0025;0.0;1.0;0.0;1;851.3291;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0017;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
1718814316.615254;1.1281;0.6751;-1.8314;-0.0001;0.0005;-0.0005;0.0024;0.0;1.0;0.0;1;851.3179;0.0;0.0;0.0;0.0;0.0;0.0004;-0.0;-0.0017;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.0159;0.9998;0.0078;0.2227;0.1503;-0.4785;-0.5002;0.1711;-1.676;2.1867;0.1283;-1.6617;1.4618;0.1492;-2.8627;-1;-1;-1;-1;-1;-1;-1;-1
